Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"633", 0.416, 1,    224.353,  -28.6,   0.93411, 2,     213.65, -150.8,   0.88955, 3,     236.83,   89.1,   0.98606
"634", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"635", 0.416, 1,    224.094,  -28.6,   0.93303, 2,    214.442, -150.9,   0.89285, 3,    237.023,   89.1,   0.98687
"636", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.418, -150.5,   0.89691, 3,    236.965,   88.7,   0.98662
"637", 0.416, 1,    229.602,  -28.8,   0.95597, 2,    214.159, -150.6,   0.89167, 3,    237.078,   88.6,    0.9871
"638", 0.416, 1,      229.5,  -28.8,   0.95554, 2,     214.21, -150.6,   0.89188, 3,    237.094,   88.6,   0.98716
"639", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    213.337, -150.8,   0.88825, 3,     236.83,   89.1,   0.98606
"640", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"641", 0.416, 1,    224.094,  -28.6,   0.93304, 2,    214.383, -150.9,    0.8926, 3,    237.023,   89.1,   0.98687
"642", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.414, -150.5,    0.8969, 3,    236.965,   88.7,   0.98662
"643", 0.416, 1,    229.602,  -28.8,   0.95597, 2,    214.134, -150.6,   0.89157, 3,    237.078,   88.6,    0.9871
"644", 0.416, 1,    229.491,  -28.8,    0.9555, 2,      214.2, -150.6,   0.89184, 3,    237.095,   88.6,   0.98717
"645", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"646", 0.416, 1,    224.094,  -28.6,   0.93304, 2,    214.366, -150.9,   0.89253, 3,    237.023,   89.1,   0.98687
"647", 0.416, 1,    230.286,  -28.9,   0.95881, 2,     215.41, -150.5,   0.89688, 3,    236.965,   88.7,   0.98662
"648", 0.416, 1,    229.603,  -28.8,   0.95597, 2,    214.076, -150.6,   0.89132, 3,    237.079,   88.6,    0.9871
"649", 0.416, 1,     229.48,  -28.8,   0.95546, 2,     214.19, -150.6,    0.8918, 3,    237.097,   88.6,   0.98717
"650", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"651", 0.416, 1,    224.094,  -28.6,   0.93304, 2,    214.362, -150.9,   0.89251, 3,    237.023,   89.1,   0.98687
"652", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.407, -150.5,   0.89686, 3,    236.965,   88.7,   0.98662
"653", 0.416, 1,    229.604,  -28.8,   0.95597, 2,    214.031, -150.6,   0.89114, 3,    237.079,   88.6,    0.9871
"654", 0.416, 1,    229.469,  -28.8,   0.95541, 2,    214.179, -150.6,   0.89175, 3,    237.099,   88.6,   0.98718
"655", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"656", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.359, -150.9,    0.8925, 3,    237.023,   89.1,   0.98687
"657", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.354, -150.9,   0.89248, 3,    237.023,   89.1,   0.98687
"658", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.404, -150.5,   0.89685, 3,    236.965,   88.7,   0.98662
"659", 0.416, 1,    229.604,  -28.8,   0.95598, 2,        214, -150.5,   0.89101, 3,    237.079,   88.6,    0.9871
"660", 0.416, 1,    229.457,  -28.8,   0.95536, 2,    214.167, -150.6,    0.8917, 3,    237.101,   88.6,   0.98719
"661", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"662", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.357, -150.9,   0.89249, 3,    237.023,   89.1,   0.98687
"663", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.344, -150.9,   0.89244, 3,    237.023,   89.1,   0.98687
"664", 0.416, 1,    230.286,  -28.9,   0.95881, 2,      215.4, -150.5,   0.89684, 3,    236.965,   88.7,   0.98662
"665", 0.416, 1,    229.604,  -28.8,   0.95598, 2,    213.967, -150.5,   0.89087, 3,    237.079,   88.6,    0.9871
"666", 0.416, 1,    229.439,  -28.8,   0.95529, 2,    214.149, -150.6,   0.89163, 3,    237.104,   88.6,    0.9872
"667", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"668", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.354, -150.9,   0.89248, 3,    237.023,   89.1,   0.98687
"669", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.302, -150.9,   0.89227, 3,    237.024,   89.1,   0.98687
"670", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.396, -150.5,   0.89682, 3,    236.965,   88.7,   0.98662
"671", 0.416, 1,    229.605,  -28.8,   0.95598, 2,     213.94, -150.5,   0.89076, 3,    237.079,   88.6,    0.9871
"672", 0.416, 1,    229.388,  -28.8,   0.95508, 2,     214.15, -150.6,   0.89163, 3,    237.104,   88.6,    0.9872
"673", 0.416, 1,    229.429,  -28.8,   0.95525, 2,    214.097, -150.6,   0.89141, 3,    237.099,   88.6,   0.98718
"674", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"675", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.336, -150.9,    0.8924, 3,    237.024,   89.1,   0.98687
"676", 0.416, 1,    224.095,  -28.6,   0.93304, 2,    214.284, -150.9,   0.89219, 3,    237.024,   89.1,   0.98687
"677", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.394, -150.5,   0.89681, 3,    236.965,   88.7,   0.98662
"678", 0.416, 1,    229.605,  -28.8,   0.95598, 2,    213.895, -150.5,   0.89057, 3,    237.079,   88.6,    0.9871
"679", 0.416, 1,    229.358,  -28.8,   0.95495, 2,     214.15, -150.6,   0.89163, 3,    237.105,   88.6,    0.9872
"680", 0.416, 1,    229.364,  -28.8,   0.95497, 2,    213.766, -150.6,   0.89003, 3,    237.071,   88.6,   0.98706
"681", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"682", 0.416, 1,    224.096,  -28.6,   0.93304, 2,    214.201, -150.9,   0.89184, 3,    237.024,   89.1,   0.98687
"683", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.392, -150.5,    0.8968, 3,    236.965,   88.7,   0.98662
"684", 0.416, 1,    229.607,  -28.8,   0.95599, 2,    213.751, -150.5,   0.88997, 3,     237.08,   88.6,    0.9871
"685", 0.416, 1,    229.329,  -28.8,   0.95483, 2,     214.15, -150.6,   0.89163, 3,    237.105,   88.6,   0.98721
"686", 0.416, 1,    229.317,  -28.8,   0.95478, 2,     213.53, -150.6,   0.88905, 3,    237.051,   88.6,   0.98698
"687", 0.416, 1,    230.286,  -28.9,   0.95881, 2,     215.39, -150.5,   0.89679, 3,    236.965,   88.7,   0.98662
"688", 0.416, 1,     229.61,  -28.8,     0.956, 2,    213.414, -150.5,   0.88857, 3,    237.081,   88.6,   0.98711
"689", 0.416, 1,    229.302,  -28.8,   0.95472, 2,     214.15, -150.6,   0.89163, 3,    237.105,   88.6,   0.98721
"690", 0.416, 1,    229.317,  -28.8,   0.95478, 2,    213.533, -150.6,   0.88906, 3,    236.713,   88.6,   0.98557
"691", 0.416, 1,    229.168,  -28.7,   0.95416, 2,    212.786, -150.6,   0.88595, 3,    237.185,   88.5,   0.98754
"692", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.387, -150.5,   0.89678, 3,    236.965,   88.7,   0.98662
"693", 0.416, 1,    229.281,  -28.8,   0.95463, 2,     214.15, -150.6,   0.89163, 3,    237.105,   88.6,   0.98721
"694", 0.416, 1,    229.317,  -28.8,   0.95478, 2,    213.533, -150.6,   0.88906, 3,    236.693,   88.6,   0.98549
"695", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,     236.68,   88.6,   0.98544
"696", 0.416, 1,     229.17,  -28.7,   0.95417, 2,     212.61, -150.6,   0.88522, 3,    237.186,   88.5,   0.98754
"697", 0.416, 1,    229.131,  -28.7,     0.954, 2,    212.649, -150.6,   0.88538, 3,    237.211,   88.5,   0.98765
"698", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.383, -150.5,   0.89676, 3,    236.965,   88.7,   0.98662
"699", 0.416, 1,    229.248,  -28.8,   0.95449, 2,     214.15, -150.6,   0.89163, 3,    237.106,   88.6,   0.98721
"700", 0.416, 1,    229.317,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88906, 3,    236.687,   88.6,   0.98547
"701", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.612,   88.6,   0.98515
"702", 0.416, 1,    229.171,  -28.7,   0.95417, 2,    212.508, -150.6,    0.8848, 3,    237.186,   88.5,   0.98754
"703", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"704", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.372, -150.5,   0.89672, 3,    236.965,   88.7,   0.98662
"705", 0.416, 1,    229.192,  -28.8,   0.95426, 2,     214.15, -150.6,   0.89163, 3,    237.106,   88.6,   0.98721
"706", 0.416, 1,    229.317,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88906, 3,    236.683,   88.6,   0.98545
"707", 0.416, 1,    228.882,  -28.6,   0.95297, 2,    211.753, -150.6,   0.88165, 3,     237.38,   88.5,   0.98835
"708", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"709", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.357, -150.5,   0.89666, 3,    236.965,   88.7,   0.98662
"710", 0.416, 1,    228.775,  -28.8,   0.95252, 2,    214.152, -150.6,   0.89164, 3,    237.111,   88.6,   0.98723
"711", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.681,   88.6,   0.98544
"712", 0.416, 1,    228.865,  -28.5,    0.9529, 2,    210.961, -150.6,   0.87835, 3,    237.464,   88.4,    0.9887
"713", 0.416, 1,    228.739,  -28.6,   0.95237, 2,    211.754, -150.6,   0.88165, 3,    237.382,   88.5,   0.98836
"714", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"715", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.356, -150.5,   0.89665, 3,    236.965,   88.7,   0.98662
"716", 0.416, 1,    228.433,  -28.8,    0.9511, 2,    214.153, -150.6,   0.89164, 3,    237.114,   88.6,   0.98725
"717", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.679,   88.6,   0.98543
"718", 0.416, 1,    228.847,  -28.5,   0.95283, 2,    210.143, -150.5,   0.87495, 3,     237.55,   88.4,   0.98906
"719", 0.416, 1,    228.724,  -28.6,   0.95231, 2,    211.754, -150.6,   0.88165, 3,    237.382,   88.5,   0.98836
"720", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"721", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.355, -150.5,   0.89665, 3,    236.965,   88.7,   0.98662
"722", 0.416, 1,    228.324,  -28.7,   0.95065, 2,    214.153, -150.6,   0.89165, 3,    237.115,   88.6,   0.98725
"723", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.676,   88.6,   0.98542
"724", 0.416, 1,    228.775,  -28.4,   0.95252, 2,    209.991, -150.5,   0.87432, 3,    237.566,   88.3,   0.98913
"725", 0.416, 1,    228.856,  -28.5,   0.95286, 2,    209.383, -150.5,   0.87178, 3,    237.553,   88.4,   0.98907
"726", 0.416, 1,    228.718,  -28.6,   0.95229, 2,    211.754, -150.6,   0.88165, 3,    237.382,   88.5,   0.98836
"727", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"728", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.353, -150.5,   0.89664, 3,    236.965,   88.7,   0.98662
"729", 0.416, 1,    228.226,  -28.7,   0.95024, 2,    214.154, -150.6,   0.89165, 3,    237.116,   88.6,   0.98725
"730", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.674,   88.6,   0.98541
"731", 0.416, 1,    228.676,  -28.4,   0.95211, 2,    209.785, -150.5,   0.87346, 3,    237.588,   88.3,   0.98922
"732", 0.416, 1,    228.857,  -28.5,   0.95287, 2,    209.281, -150.5,   0.87136, 3,    237.553,   88.4,   0.98907
"733", 0.416, 1,    228.712,  -28.6,   0.95226, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"734", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"735", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.352, -150.5,   0.89664, 3,    236.965,   88.7,   0.98662
"736", 0.416, 1,    228.172,  -28.7,   0.95001, 2,    214.154, -150.6,   0.89165, 3,    237.117,   88.6,   0.98726
"737", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.672,   88.6,    0.9854
"738", 0.416, 1,     228.56,  -28.4,   0.95163, 2,    209.543, -150.5,   0.87245, 3,    237.613,   88.3,   0.98932
"739", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.227, -150.5,   0.87114, 3,    237.553,   88.4,   0.98907
"740", 0.416, 1,    228.707,  -28.6,   0.95224, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"741", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"742", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.351, -150.5,   0.89663, 3,    236.965,   88.7,   0.98662
"743", 0.416, 1,    228.129,  -28.7,   0.94983, 2,    214.154, -150.6,   0.89165, 3,    237.117,   88.6,   0.98726
"744", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,     236.67,   88.6,   0.98539
"745", 0.416, 1,    228.468,  -28.4,   0.95124, 2,    209.349, -150.5,   0.87164, 3,    237.633,   88.3,    0.9894
"746", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.184, -150.5,   0.87096, 3,    237.554,   88.4,   0.98907
"747", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.219, -150.5,    0.8711, 3,    237.553,   88.4,   0.98907
"748", 0.416, 1,    228.701,  -28.6,   0.95221, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"749", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"750", 0.416, 1,    230.286,  -28.9,   0.95882, 2,     215.35, -150.5,   0.89663, 3,    236.965,   88.7,   0.98662
"751", 0.416, 1,    228.092,  -28.7,   0.94968, 2,    214.154, -150.6,   0.89165, 3,    237.118,   88.6,   0.98726
"752", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.667,   88.6,   0.98538
"753", 0.416, 1,    228.431,  -28.4,   0.95109, 2,    209.269, -150.5,   0.87131, 3,    237.663,   88.3,   0.98953
"754", 0.416, 1,    228.468,  -28.4,   0.95124, 2,     209.35, -150.5,   0.87165, 3,    237.514,   88.3,   0.98891
"755", 0.416, 1,    228.859,  -28.5,   0.95287, 2,     209.15, -150.5,   0.87081, 3,    237.554,   88.4,   0.98907
"756", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.213, -150.5,   0.87107, 3,    237.553,   88.4,   0.98907
"757", 0.416, 1,    228.695,  -28.6,   0.95219, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"758", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"759", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.349, -150.5,   0.89662, 3,    236.965,   88.7,   0.98662
"760", 0.416, 1,    228.049,  -28.7,    0.9495, 2,    214.154, -150.6,   0.89165, 3,    237.118,   88.6,   0.98726
"761", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.663,   88.6,   0.98536
"762", 0.416, 1,    228.382,  -28.4,   0.95089, 2,    209.159, -150.5,   0.87085, 3,    237.704,   88.3,    0.9897
"763", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.414,   88.3,   0.98849
"764", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.207, -150.5,   0.87105, 3,    237.553,   88.4,   0.98907
"765", 0.416, 1,    228.687,  -28.6,   0.95216, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"766", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"767", 0.416, 1,    230.286,  -28.9,   0.95882, 2,    215.347, -150.5,   0.89662, 3,    236.965,   88.7,   0.98662
"768", 0.416, 1,     228.01,  -28.7,   0.94934, 2,    214.154, -150.6,   0.89165, 3,    237.119,   88.6,   0.98726
"769", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.534, -150.6,   0.88907, 3,    236.628,   88.6,   0.98522
"770", 0.416, 1,    228.259,  -28.3,   0.95038, 2,    208.889, -150.6,   0.86973, 3,    237.806,   88.3,   0.99013
"771", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.352, -150.5,   0.87165, 3,    237.372,   88.3,   0.98832
"772", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.413,   88.3,   0.98849
"773", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.199, -150.5,   0.87102, 3,    237.553,   88.4,   0.98907
"774", 0.416, 1,    228.676,  -28.6,   0.95211, 2,    211.754, -150.6,   0.88166, 3,    237.382,   88.5,   0.98836
"775", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"776", 0.416, 1,    230.287,  -28.9,   0.95882, 2,    215.339, -150.5,   0.89658, 3,    236.965,   88.7,   0.98662
"777", 0.416, 1,    227.949,  -28.7,   0.94909, 2,    214.155, -150.6,   0.89165, 3,    237.119,   88.6,   0.98727
"778", 0.416, 1,    229.318,  -28.8,   0.95478, 2,    213.535, -150.6,   0.88907, 3,    236.523,   88.6,   0.98478
"779", 0.416, 1,     228.16,  -28.3,   0.94996, 2,     208.67, -150.6,   0.86882, 3,    237.889,   88.3,   0.99047
"780", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.352, -150.5,   0.87166, 3,    237.331,   88.3,   0.98815
"781", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.412,   88.3,   0.98848
"782", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.186, -150.5,   0.87096, 3,    237.554,   88.4,   0.98907
"783", 0.416, 1,    228.664,  -28.6,   0.95206, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"784", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"785", 0.416, 1,    230.287,  -28.9,   0.95882, 2,    215.269, -150.5,   0.89629, 3,    236.965,   88.7,   0.98662
"786", 0.416, 1,    227.826,  -28.7,   0.94857, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98727
"787", 0.416, 1,    228.083,  -28.3,   0.94964, 2,    208.499, -150.6,    0.8681, 3,    237.953,   88.3,   0.99074
"788", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,     237.41,   88.3,   0.98848
"789", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.177, -150.5,   0.87093, 3,    237.554,   88.4,   0.98907
"790", 0.416, 1,    228.656,  -28.6,   0.95203, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"791", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"792", 0.416, 1,    227.804,  -28.7,   0.94848, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98727
"793", 0.416, 1,    227.742,  -28.7,   0.94822, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98728
"794", 0.416, 1,    228.013,  -28.2,   0.94935, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"795", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.409,   88.3,   0.98847
"796", 0.416, 1,    228.858,  -28.5,   0.95287, 2,    209.162, -150.5,   0.87086, 3,    237.554,   88.4,   0.98907
"797", 0.416, 1,    228.648,  -28.6,   0.95199, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"798", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"799", 0.416, 1,    227.784,  -28.7,    0.9484, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98727
"800", 0.416, 1,    227.606,  -28.7,   0.94766, 2,    214.156, -150.6,   0.89166, 3,    237.123,   88.6,   0.98728
"801", 0.416, 1,    228.001,  -28.2,    0.9493, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"802", 0.416, 1,    228.036,  -28.2,   0.94945, 2,    208.251, -150.6,   0.86707, 3,     238.02,   88.3,   0.99102
"803", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.408,   88.3,   0.98847
"804", 0.416, 1,     228.86,  -28.5,   0.95288, 2,    209.057, -150.5,   0.87043, 3,    237.554,   88.4,   0.98908
"805", 0.416, 1,    228.644,  -28.6,   0.95198, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"806", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"807", 0.416, 1,    227.768,  -28.7,   0.94833, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98727
"808", 0.416, 1,    227.491,  -28.7,   0.94718, 2,    214.156, -150.6,   0.89166, 3,    237.124,   88.6,   0.98729
"809", 0.416, 1,    227.989,  -28.2,   0.94925, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"810", 0.416, 1,    228.096,  -28.2,    0.9497, 2,    208.077, -150.6,   0.86635, 3,    238.039,   88.2,   0.99109
"811", 0.416, 1,    228.036,  -28.2,   0.94945, 2,    208.251, -150.6,   0.86707, 3,     238.02,   88.3,   0.99102
"812", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.351, -150.5,   0.87165, 3,    237.408,   88.3,   0.98847
"813", 0.416, 1,    228.862,  -28.5,   0.95289, 2,    208.825, -150.4,   0.86946, 3,    237.555,   88.4,   0.98908
"814", 0.416, 1,    228.638,  -28.6,   0.95195, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"815", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"816", 0.416, 1,    227.755,  -28.7,   0.94828, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98727
"817", 0.416, 1,    227.425,  -28.7,    0.9469, 2,    214.156, -150.6,   0.89166, 3,    237.125,   88.6,   0.98729
"818", 0.416, 1,    227.976,  -28.2,    0.9492, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"819", 0.416, 1,    228.146,  -28.2,    0.9499, 2,    207.931, -150.6,   0.86574, 3,    238.055,   88.2,   0.99116
"820", 0.416, 1,    228.096,  -28.2,    0.9497, 2,    208.077, -150.6,   0.86635, 3,    238.039,   88.2,   0.99109
"821", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.352, -150.5,   0.87165, 3,    237.406,   88.3,   0.98846
"822", 0.416, 1,    228.632,  -28.6,   0.95193, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"823", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"824", 0.416, 1,    227.742,  -28.7,   0.94822, 2,    214.155, -150.6,   0.89165, 3,    237.121,   88.6,   0.98728
"825", 0.416, 1,    227.964,  -28.2,   0.94915, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"826", 0.416, 1,    228.199,  -28.2,   0.95013, 2,    207.775, -150.5,   0.86509, 3,    238.072,   88.2,   0.99123
"827", 0.416, 1,    228.146,  -28.2,    0.9499, 2,    207.931, -150.6,   0.86574, 3,    238.055,   88.2,   0.99116
"828", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.352, -150.5,   0.87165, 3,    237.397,   88.3,   0.98842
"829", 0.416, 1,    228.624,  -28.6,    0.9519, 2,    211.754, -150.6,   0.88166, 3,    237.383,   88.5,   0.98836
"830", 0.416, 1,    229.062,  -28.7,   0.95372, 2,    212.403, -150.6,   0.88436, 3,    237.258,   88.5,   0.98784
"831", 0.416, 1,    227.731,  -28.7,   0.94818, 2,    214.155, -150.6,   0.89165, 3,    237.122,   88.6,   0.98728
"832", 0.416, 1,    227.952,  -28.2,    0.9491, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"833", 0.416, 1,    228.244,  -28.2,   0.95031, 2,    207.646, -150.5,   0.86455, 3,    238.086,   88.2,   0.99129
"834", 0.416, 1,    228.199,  -28.2,   0.95013, 2,    207.775, -150.5,   0.86509, 3,    238.072,   88.2,   0.99123
"835", 0.416, 1,    228.468,  -28.4,   0.95125, 2,    209.352, -150.5,   0.87165, 3,    237.365,   88.3,   0.98829
"836", 0.416, 1,    228.538,  -28.6,   0.95154, 2,    211.754, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"837", 0.416, 1,    227.723,  -28.7,   0.94814, 2,    214.155, -150.6,   0.89165, 3,    237.122,   88.6,   0.98728
"838", 0.416, 1,     227.94,  -28.2,   0.94905, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
"839", 0.416, 1,    228.291,  -28.2,   0.95051, 2,    207.508, -150.5,   0.86397, 3,    238.101,   88.2,   0.99135
"840", 0.416, 1,    228.244,  -28.2,   0.95031, 2,    207.646, -150.5,   0.86455, 3,    238.086,   88.2,   0.99129
"841", 0.416, 1,    228.504,  -28.6,   0.95139, 2,    211.755, -150.6,   0.88166, 3,    237.384,   88.5,   0.98837
"842", 0.416, 1,    227.714,  -28.7,   0.94811, 2,    214.155, -150.6,   0.89165, 3,    237.122,   88.6,   0.98728
"843", 0.416, 1,    227.928,  -28.2,     0.949, 2,    208.345, -150.6,   0.86746, 3,    238.012,   88.3,   0.99098
